x,y,z
10,40,109.37399999999998
10,41,111.3291
10,42,113.28419999999998
10,43,115.23929999999999
10,44,117.19439999999999
10,45,119.14949999999999
10,46,121.10459999999999
10,47,123.05969999999998
10,48,125.0148
10,49,126.96989999999998
11,1,36.25325999999999
11,2,38.24952
11,3,40.245779999999996
11,4,42.24203999999999
11,5,44.238299999999995
11,6,46.234559999999995
11,7,48.230819999999994
11,8,50.22707999999999
11,9,52.22333999999999
11,10,54.21959999999999
11,11,56.21586
11,12,58.21211999999999
11,13,60.20837999999999
11,14,62.20463999999999
11,15,64.20089999999999
11,16,66.19715999999998
11,17,68.19341999999999
11,18,70.18968
11,19,72.18593999999999
11,20,74.1822
11,21,76.17846
11,22,78.17472
11,23,80.17098
11,24,82.16723999999999
11,25,84.16349999999998
11,26,86.15975999999999
11,27,88.15601999999998
11,28,90.15227999999998
11,29,92.14853999999998
11,30,94.14479999999999
11,31,96.14106
11,32,98.13731999999999
11,33,100.13357999999998
11,34,102.12984
11,35,104.1261
11,36,106.12235999999999
11,37,108.11861999999999
11,38,110.11487999999999
11,39,112.11113999999998
11,40,114.10739999999998
11,41,116.10365999999999
11,42,118.09992
11,43,120.09617999999999
11,44,122.09243999999998
11,45,124.08869999999999
11,46,126.08496
11,47,128.08122
11,48,130.07748
11,49,132.07374000000002
12,1,39.38141999999999
12,2,41.418839999999996
12,3,43.45625999999999
12,4,45.49368
12,5,47.531099999999995
12,6,49.568519999999985
12,7,51.60593999999999
12,8,53.643359999999994
12,9,55.68077999999999
12,10,57.71819999999999
12,11,59.75561999999999
12,12,61.79303999999999
12,13,63.830459999999995
12,14,65.86787999999999
12,15,67.9053
12,16,69.94272
12,17,71.98013999999999
12,18,74.01755999999999
12,19,76.05498
12,20,78.09239999999998
12,21,80.12982
12,22,82.16723999999999
12,23,84.20465999999998
12,24,86.24207999999999
12,25,88.27949999999998
12,26,90.31692
12,27,92.35434
12,28,94.39175999999999
12,29,96.42917999999999
12,30,98.4666
12,31,100.50401999999998
12,32,102.54144
12,33,104.57885999999999
12,34,106.61627999999997
12,35,108.65369999999999
12,36,110.69111999999998
12,37,112.72853999999998
12,38,114.76595999999999
12,39,116.80337999999999
12,40,118.84079999999999
12,41,120.87822
12,42,122.91563999999998
12,43,124.95306
12,44,126.99047999999999
12,45,129.0279
12,46,131.06531999999999
12,47,133.10274
12,48,135.14015999999998
12,49,137.17757999999998
13,1,42.50958
13,2,44.588159999999995
13,3,46.66674
13,4,48.74531999999999
13,5,50.823899999999995
13,6,52.90248
13,7,54.98105999999999
13,8,57.05963999999999
13,9,59.13821999999999
13,10,61.21679999999999
13,11,63.29537999999999
13,12,65.37396
13,13,67.45253999999998
13,14,69.53111999999999
13,15,71.60969999999999
13,16,73.68827999999998
13,17,75.76686
13,18,77.84544
13,19,79.92401999999998
13,20,82.0026
13,21,84.08117999999999
13,22,86.15975999999999
13,23,88.23834
13,24,90.31692
13,25,92.39549999999998
13,26,94.47407999999999
13,27,96.55265999999997
13,28,98.63123999999999
13,29,100.70982
13,30,102.78839999999998
13,31,104.86698
13,32,106.94555999999999
13,33,109.02413999999999
13,34,111.10271999999999
13,35,113.1813
13,36,115.25987999999998
13,37,117.33845999999998
13,38,119.41703999999999
13,39,121.49561999999999
13,40,123.57419999999999
13,41,125.65277999999998
13,42,127.73136
13,43,129.80994
13,44,131.88852
13,45,133.96710000000002
13,46,136.04568
13,47,138.12426
13,48,140.20284
13,49,142.28142000000003
14,1,45.637739999999994
14,2,47.757479999999994
14,3,49.877219999999994
14,4,51.996959999999994
14,5,54.11669999999999
14,6,56.236439999999995
14,7,58.356179999999995
14,8,60.475919999999995
14,9,62.59565999999999
14,10,64.71539999999999
14,11,66.83513999999998
14,12,68.95487999999999
14,13,71.07462
14,14,73.19435999999999
14,15,75.3141
14,16,77.43384
14,17,79.55358
14,18,81.67331999999999
14,19,83.79306
14,20,85.91279999999999
14,21,88.03253999999998
14,22,90.15227999999998
14,23,92.27201999999998
14,24,94.39175999999999
14,25,96.51149999999998
14,26,98.63123999999999
14,27,100.75098
14,28,102.87071999999999
14,29,104.99045999999998
14,30,107.11019999999999
14,31,109.22993999999998
14,32,111.34967999999999
14,33,113.46941999999999
14,34,115.58915999999999
14,35,117.70889999999999
14,36,119.82863999999998
14,37,121.94837999999999
14,38,124.06812
14,39,126.18785999999999
14,40,128.3076
14,41,130.42734000000002
14,42,132.54708
14,43,134.66681999999997
14,44,136.78655999999998
14,45,138.9063
14,46,141.02604
14,47,143.14578
14,48,145.26551999999998
14,49,147.38526
15,1,48.765899999999995
15,2,50.92679999999999
15,3,53.08769999999999
15,4,55.24859999999999
15,5,57.409499999999994
15,6,59.57039999999999
15,7,61.7313
15,8,63.89219999999999
15,9,66.05309999999999
15,10,68.21399999999998
15,11,70.37489999999998
15,12,72.5358
15,13,74.69669999999999
15,14,76.85759999999999
15,15,79.01849999999999
15,16,81.17939999999999
15,17,83.3403
15,18,85.50119999999998
15,19,87.6621
15,20,89.823
15,21,91.98389999999998
15,22,94.14479999999999
15,23,96.30569999999999
15,24,98.4666
15,25,100.62749999999998
15,26,102.78839999999998
15,27,104.9493
15,28,107.11019999999999
15,29,109.27109999999999
15,30,111.43199999999999
15,31,113.59289999999999
15,32,115.75379999999998
15,33,117.91469999999998
15,34,120.0756
15,35,122.23649999999999
15,36,124.39739999999998
15,37,126.55829999999999
15,38,128.7192
15,39,130.8801
15,40,133.041
15,41,135.2019
15,42,137.3628
15,43,139.52370000000002
15,44,141.68460000000002
15,45,143.8455
15,46,146.00639999999999
15,47,148.16729999999998
15,48,150.3282
15,49,152.4891
16,1,51.894059999999996
16,2,54.09611999999999
16,3,56.298179999999995
16,4,58.50024
16,5,60.702299999999994
16,6,62.90436
16,7,65.10642
16,8,67.30848
16,9,69.51053999999998
16,10,71.7126
16,11,73.91465999999998
16,12,76.11672
16,13,78.31877999999999
16,14,80.52083999999999
16,15,82.72289999999998
16,16,84.92496
16,17,87.12701999999999
16,18,89.32907999999999
16,19,91.53113999999998
16,20,93.73319999999998
16,21,95.93525999999999
16,22,98.13731999999999
16,23,100.33937999999999
16,24,102.54144
16,25,104.74349999999998
16,26,106.94555999999999
16,27,109.14761999999999
16,28,111.34967999999999
16,29,113.55174
16,30,115.75379999999998
16,31,117.95585999999999
16,32,120.15791999999999
16,33,122.35998
16,34,124.56204
16,35,126.7641
16,36,128.96616
16,37,131.16822000000002
16,38,133.37027999999998
16,39,135.57234
16,40,137.77439999999999
16,41,139.97646
16,42,142.17852
16,43,144.38057999999998
16,44,146.58264
16,45,148.78470000000002
16,46,150.98676
16,47,153.18882
16,48,155.39088
16,49,157.59294
17,1,55.02221999999999
17,2,57.26543999999999
17,3,59.50865999999999
17,4,61.75187999999999
17,5,63.995099999999994
17,6,66.23831999999999
17,7,68.48154
17,8,70.72475999999999
17,9,72.96798
17,10,75.21119999999999
17,11,77.45442
17,12,79.69763999999999
17,13,81.94086
17,14,84.18408
17,15,86.42729999999999
17,16,88.67051999999998
17,17,90.91373999999999
17,18,93.15696
17,19,95.40017999999999
17,20,97.64339999999999
17,21,99.88662
17,22,102.12984
17,23,104.37306
17,24,106.61627999999997
17,25,108.85949999999998
17,26,111.10271999999999
17,27,113.34593999999998
17,28,115.58915999999999
17,29,117.83237999999999
17,30,120.0756
17,31,122.31881999999999
17,32,124.56204
17,33,126.80525999999999
17,34,129.04848
17,35,131.2917
17,36,133.53492000000003
17,37,135.77814
17,38,138.02136000000002
17,39,140.26458
17,40,142.50779999999997
17,41,144.75101999999998
17,42,146.99424
17,43,149.23746
17,44,151.48068
17,45,153.7239
17,46,155.96712
17,47,158.21034
17,48,160.45355999999998
17,49,162.69678
18,1,58.15037999999999
18,2,60.43475999999999
18,3,62.71913999999999
18,4,65.00351999999998
18,5,67.28789999999998
18,6,69.57227999999998
18,7,71.85665999999999
18,8,74.14103999999998
18,9,76.42541999999999
18,10,78.70979999999999
18,11,80.99417999999999
18,12,83.27855999999998
18,13,85.56293999999998
18,14,87.84731999999998
18,15,90.13169999999998
18,16,92.41607999999998
18,17,94.70045999999999
18,18,96.98483999999999
18,19,99.26921999999999
18,20,101.55359999999999
18,21,103.83797999999999
18,22,106.12235999999999
18,23,108.40673999999999
18,24,110.69111999999998
18,25,112.97549999999998
18,26,115.25987999999998
18,27,117.54425999999998
18,28,119.82863999999998
18,29,122.11301999999998
18,30,124.39739999999998
18,31,126.68177999999997
18,32,128.96616
18,33,131.25054
18,34,133.53492000000003
18,35,135.8193
18,36,138.10368000000003
18,37,140.38806
18,38,142.67244000000002
18,39,144.95682
18,40,147.24120000000002
18,41,149.52558000000002
18,42,151.80996000000002
18,43,154.09434000000002
18,44,156.37872000000002
18,45,158.66310000000001
18,46,160.94748
18,47,163.23186
18,48,165.51624
18,49,167.78
19,1,61.27853999999999
19,2,63.60407999999999
19,3,65.92962
19,4,68.25515999999999
19,5,70.5807
19,6,72.90624
19,7,75.23177999999999
19,8,77.55731999999999
19,9,79.88286
19,10,82.20839999999998
19,11,84.53393999999999
19,12,86.85947999999999
19,13,89.18501999999998
19,14,91.51055999999998
19,15,93.8361
19,16,96.16163999999999
19,17,98.48718
19,18,100.81272
19,19,103.13825999999999
19,20,105.46379999999999
19,21,107.78934
19,22,110.11487999999999
19,23,112.44041999999999
19,24,114.76595999999998
19,25,117.09149999999998
19,26,119.41703999999999
19,27,121.74258
19,28,124.06812
19,29,126.39365999999998
19,30,128.7192
19,31,131.04474
19,32,133.37027999999998
19,33,135.69582
19,34,138.02136000000002
19,35,140.3469
19,36,142.67244000000002
19,37,144.99798
19,38,147.32352
19,39,149.64906
19,40,151.9746
19,41,154.30014
19,42,156.62568000000002
19,43,158.95122
19,44,161.27676
19,45,163.60229999999999
19,46,165.92784
19,47,168.22
19,48,170.48
19,49,172.74
20,1,64.40669999999999
20,2,66.77339999999998
20,3,69.1401
20,4,71.5068
20,5,73.87349999999999
20,6,76.24019999999999
20,7,78.60689999999998
20,8,80.97359999999999
20,9,83.3403
20,10,85.707
20,11,88.07369999999999
20,12,90.44039999999998
20,13,92.80709999999999
20,14,95.17379999999999
20,15,97.5405
20,16,99.90719999999999
20,17,102.27389999999998
20,18,104.64059999999999
20,19,107.00729999999999
20,20,109.37399999999998
20,21,111.74069999999999
20,22,114.10739999999998
20,23,116.47409999999999
20,24,118.84079999999999
20,25,121.20749999999998
20,26,123.57419999999999
20,27,125.94089999999998
20,28,128.3076
20,29,130.67430000000002
20,30,133.041
20,31,135.4077
20,32,137.77439999999999
20,33,140.1411
20,34,142.50779999999997
20,35,144.8745
20,36,147.24120000000002
20,37,149.6079
20,38,151.9746
20,39,154.3413
20,40,156.708
20,41,159.0747
20,42,161.4414
20,43,163.8081
20,44,166.17479999999998
20,45,168.5
20,46,170.8
20,47,173.1
20,48,175.4
20,49,177.7
21,1,67.53486
21,2,69.94272
21,3,72.35058
21,4,74.75844
21,5,77.16629999999999
21,6,79.57415999999998
21,7,81.98201999999999
21,8,84.38987999999999
21,9,86.79773999999999
21,10,89.20559999999999
21,11,91.61346
21,12,94.02131999999999
21,13,96.42917999999999
21,14,98.83703999999999
21,15,101.24489999999999
21,16,103.65275999999999
21,17,106.06061999999999
21,18,108.46848
21,19,110.87634
21,20,113.28419999999998
21,21,115.69205999999998
21,22,118.09992
21,23,120.50777999999998
21,24,122.91563999999998
21,25,125.32349999999998
21,26,127.73136
21,27,130.13922
21,28,132.54708000000002
21,29,134.95494000000002
21,30,137.3628
21,31,139.77066
21,32,142.17852
21,33,144.58638
21,34,146.99424
21,35,149.40210000000002
21,36,151.80996000000002
21,37,154.21782
21,38,156.62568000000002
21,39,159.03354
21,40,161.4414
21,41,163.84926
21,42,166.25712
21,43,168.62
21,44,170.96
21,45,173.3
21,46,175.64
21,47,177.98000000000002
21,48,180.32
21,49,182.66
22,1,70.66301999999999
22,2,73.11204
22,3,75.56106
22,4,78.01007999999999
22,5,80.45909999999999
22,6,82.90812
22,7,85.35713999999999
22,8,87.80615999999998
22,9,90.25518
22,10,92.70419999999999
22,11,95.15321999999999
22,12,97.60224
22,13,100.05125999999998
22,14,102.50027999999998
22,15,104.9493
22,16,107.39831999999998
22,17,109.84734
22,18,112.29635999999999
22,19,114.74537999999998
22,20,117.19439999999999
22,21,119.64341999999999
22,22,122.09243999999998
22,23,124.54146
22,24,126.99047999999999
22,25,129.4395
22,26,131.88852
22,27,134.33754
22,28,136.78655999999998
22,29,139.23557999999997
22,30,141.68460000000002
22,31,144.13362
22,32,146.58264
22,33,149.03166000000002
22,34,151.48068
22,35,153.9297
22,36,156.37872000000002
22,37,158.82774
22,38,161.27676
22,39,163.72578
22,40,166.17479999999998
22,41,168.58
22,42,170.96
22,43,173.34
22,44,175.72
22,45,178.1
22,46,180.48000000000002
22,47,182.86
22,48,185.24
22,49,187.62
23,1,73.79118
23,2,76.28135999999999
23,3,78.77154
23,4,81.26172
23,5,83.75189999999998
23,6,86.24207999999999
23,7,88.73225999999998
23,8,91.22243999999999
23,9,93.71261999999999
23,10,96.2028
23,11,98.69297999999999
23,12,101.18315999999999
23,13,103.67334
23,14,106.16351999999998
23,15,108.65369999999999
23,16,111.14387999999998
23,17,113.63405999999999
23,18,116.12423999999999
23,19,118.61442
23,20,121.10459999999999
23,21,123.59477999999999
23,22,126.08495999999998
23,23,128.57514
23,24,131.06531999999999
23,25,133.5555
23,26,136.04568
23,27,138.53586
23,28,141.02604
23,29,143.51622
23,30,146.00639999999999
23,31,148.49658
23,32,150.98676
23,33,153.47694
23,34,155.96712
23,35,158.45729999999998
23,36,160.94748
23,37,163.43766
23,38,165.92784
23,39,168.38
23,40,170.8
23,41,173.22
23,42,175.64
23,43,178.06
23,44,180.48
23,45,182.9
23,46,185.32
23,47,187.74
23,48,190.16
23,49,192.57999999999998
24,1,76.91933999999999
24,2,79.45067999999999
24,3,81.98201999999999
24,4,84.51335999999999
24,5,87.04469999999999
24,6,89.57603999999999
24,7,92.10737999999999
24,8,94.63871999999999
24,9,97.17005999999999
24,10,99.70139999999998
24,11,102.23273999999999
24,12,104.76407999999998
24,13,107.29542
24,14,109.82675999999998
24,15,112.3581
24,16,114.88944
24,17,117.42077999999998
24,18,119.95212
24,19,122.48346
24,20,125.0148
24,21,127.54613999999998
24,22,130.07748
24,23,132.60881999999998
24,24,135.14015999999998
24,25,137.6715
24,26,140.20284
24,27,142.73418
24,28,145.26551999999998
24,29,147.79686
24,30,150.3282
24,31,152.85953999999998
24,32,155.39088
24,33,157.92222
24,34,160.45355999999998
24,35,162.98489999999998
24,36,165.51624
24,37,168.01999999999998
24,38,170.48000000000002
24,39,172.94
24,40,175.4
24,41,177.86
24,42,180.32
24,43,182.78
24,44,185.24
24,45,187.7
24,46,190.16
24,47,192.62
24,48,195.07999999999998
24,49,197.54
25,1,80.04749999999999
25,2,82.61999999999999
25,3,85.1925
25,4,87.76499999999999
25,5,90.33749999999999
25,6,92.90999999999998
25,7,95.48249999999999
25,8,98.05499999999999
25,9,100.62749999999998
25,10,103.19999999999999
25,11,105.7725
25,12,108.34499999999998
25,13,110.91749999999999
25,14,113.49
25,15,116.06249999999999
25,16,118.63499999999999
25,17,121.20749999999998
25,18,123.77999999999999
25,19,126.35249999999999
25,20,128.925
25,21,131.4975
25,22,134.07
25,23,136.6425
25,24,139.215
25,25,141.7875
25,26,144.36
25,27,146.9325
25,28,149.505
25,29,152.0775
25,30,154.65
25,31,157.2225
25,32,159.795
25,33,162.3675
25,34,164.94
25,35,167.5
25,36,170.0
25,37,172.5
25,38,175.0
25,39,177.5
25,40,180.0
25,41,182.5
25,42,185.0
25,43,187.5
25,44,190.0
25,45,192.5
25,46,195.0
25,47,197.5
25,48,200.0
25,49,202.5
26,1,83.17566
26,2,85.78931999999999
26,3,88.40298
26,4,91.01663999999998
26,5,93.63029999999999
26,6,96.24395999999999
26,7,98.85762
26,8,101.47127999999998
26,9,104.08493999999999
26,10,106.6986
26,11,109.31225999999998
26,12,111.92591999999999
26,13,114.53957999999999
26,14,117.15324
26,15,119.76689999999998
26,16,122.38055999999999
26,17,124.99422
26,18,127.60787999999998
26,19,130.22154
26,20,132.83520000000001
26,21,135.44886
26,22,138.06252
26,23,140.67618000000002
26,24,143.28984
26,25,145.9035
26,26,148.51716
26,27,151.13081999999997
26,28,153.74448
26,29,156.35814
26,30,158.97179999999997
26,31,161.58546
26,32,164.19912
26,33,166.81278
26,34,169.36
26,35,171.9
26,36,174.44
26,37,176.98
26,38,179.52
26,39,182.06
26,40,184.6
26,41,187.14
26,42,189.68
26,43,192.22
26,44,194.76
26,45,197.3
26,46,199.84
26,47,202.38
26,48,204.92000000000002
26,49,207.46
27,1,86.30381999999999
27,2,88.95863999999999
27,3,91.61345999999999
27,4,94.26827999999998
27,5,96.92309999999999
27,6,99.57791999999999
27,7,102.23273999999999
27,8,104.88756
27,9,107.54237999999998
27,10,110.19719999999998
27,11,112.85201999999998
27,12,115.50684
27,13,118.16165999999998
27,14,120.81648
27,15,123.47129999999999
27,16,126.12611999999999
27,17,128.78094
27,18,131.43576
27,19,134.09058
27,20,136.7454
27,21,139.40022000000002
27,22,142.05504
27,23,144.70986
27,24,147.36468000000002
27,25,150.0195
